ANID,2016 Comp Group,Alternate ID,Laboratory,Investigator,Affiliation,Source/Excavator/Museum,Region,Country,State/Province,Estate,Site Name,Latitude,Longitude,UTM Zone,Northing,Easting,Material,Ware,Ceramic Type,Vessel Form,Exterior Decoration,Interior Decoration,Paste Color,Major Temper,Minor Temper,Culture,Context,Provenience,Period,Date,Picture,Comments,Notes,Compositional Group,Spare ANID,Long RDF,Long Date,Short RDF,Short Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
JAM039,JAM21,O.1.4.J(47),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Old Naval Dockyard,Old Naval Dockyard,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Internal Glazed,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-1,JAM039,HLL2,11/21/2004,HAM2-S,11/12/2004,8.0523,13.2418,0.1799,9.5681,2.2139,1.0922,1.3166,24.3250,12.9132,43.0675,1.8105,0.6428,44661.8,3.9713,0.00,51.02,1.3056,15.3017,208.87,0.6815,0.3702,3.8314,67.33,114.58,89583.0,525.1,5804.1,1.4511,12009.3,283.58,24260.1,3885.0,116.20
JAM040,JAM22,O.1.4.G(50),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Old Naval Dockyard,Old Naval Dockyard,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,Vertical Pot,Slipped,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-2,JAM040,HLL2,11/21/2004,HAM2-S,11/12/2004,7.8519,20.3330,0.2972,17.9450,3.9128,1.8928,1.8613,42.7132,13.9198,31.1249,1.7562,0.9749,42381.2,7.1530,0.00,68.81,0.8608,14.4044,425.74,0.6873,0.4520,6.2973,78.39,222.02,84130.5,721.4,15753.5,2.7163,22931.3,918.46,19049.7,4002.9,129.19
JAM041,UNAS,O.1.4.E(19),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Old Naval Dockyard,Old Naval Dockyard,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,Inverted Pot,Slipped,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-2,JAM041,HLL2,11/21/2004,HAM2-S,11/12/2004,12.1727,24.2665,0.3593,18.6507,4.5416,1.5482,2.5498,65.4318,14.0692,121.2548,2.0852,1.0317,62008.2,6.9251,52.85,45.21,1.5421,19.8737,308.64,1.0466,0.5522,10.3694,89.12,190.70,107805.8,508.7,10991.2,2.6959,14545.4,568.90,13031.1,5498.1,228.48
JAM042,JAM22,O.1.5.A(8),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Old Naval Dockyard,Old Naval Dockyard,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,Inverted Pot,None,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-2,JAM042,HLL2,11/21/2004,HAM2-S,11/12/2004,6.1391,14.7557,0.2587,13.5232,3.2096,1.5232,1.6776,30.5581,12.0345,36.3778,1.6899,0.8891,37915.7,4.7996,0.00,69.58,0.9024,14.1948,406.25,0.5881,0.3642,4.6166,71.36,150.83,81402.2,707.8,11796.8,2.0869,22077.8,379.35,18295.3,3956.1,131.31
JAM043,JAM22,SP.1.2A.CA(149),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Saint Peters Church,Saint Peters Church,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,Vertical Pot,Slipped and Burnish,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-2,JAM043,HLL2,11/21/2004,HAM2-S,11/12/2004,17.6823,9.5510,0.1810,5.5305,1.7779,1.4673,1.0709,18.1229,6.6350,41.7576,2.2778,0.4924,46200.9,5.4482,0.00,67.48,1.1715,14.7976,335.39,0.7723,0.1564,6.5089,128.95,148.20,90085.8,680.6,11099.5,1.2268,19729.9,294.00,12638.1,3969.7,163.29
JAM044,JAM21,SP1.2A.CE(153),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Saint Peters Church,Saint Peters Church,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Internal Glazed,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-1,JAM044,HLL2,11/21/2004,HAM2-S,11/12/2004,11.7355,16.0583,0.2058,11.6257,3.0814,0.9868,1.3922,29.2973,15.3454,37.5458,2.0352,0.8924,43886.5,3.6271,0.00,55.04,1.1827,15.4314,157.20,0.6537,0.4040,3.7587,66.24,140.34,87045.3,438.8,4652.4,1.6311,14516.8,579.21,21860.8,3422.4,122.23
JAM045,JAM21,SP1.2A.CC(151),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Saint Peters Church,Saint Peters Church,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Internal Glazed,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-1,JAM045,HLL2,11/21/2004,HAM2-S,11/12/2004,8.5999,12.6299,0.1893,9.4184,2.3919,0.9334,1.2922,26.7434,15.1944,36.4858,1.8735,0.7153,41558.1,3.7677,0.00,52.33,2.1511,14.3825,210.07,0.5830,0.2575,3.3812,75.01,120.44,78798.7,376.7,2322.4,1.3126,15753.2,519.85,24792.2,3039.0,125.96
JAM046,JAM21,SP1.2A.CD(152),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Saint Peters Church,Saint Peters Church,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Internal Glazed,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-1,JAM046,HLL2,11/21/2004,HAM2-S,11/12/2004,13.2766,16.3444,0.2179,12.2529,2.8083,0.7939,1.3825,29.7785,16.4054,41.4774,2.1271,0.8591,45057.9,3.8935,0.00,60.51,1.8526,16.3219,240.54,0.7012,0.3693,3.9474,72.91,101.25,94515.0,679.2,4373.7,2.1108,17831.7,635.51,21134.3,2952.4,116.56
JAM047,JAM22,SP.1.2.B(18),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Saint Peters Church,Saint Peters Church,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Slipped and Burnish,,,,,,URBAN RESIDENCE,,Historic,,,,,JAM-2,JAM047,HLL2,11/21/2004,HAM2-S,11/12/2004,14.2771,11.7224,0.1503,9.4010,1.9481,1.0053,0.9223,18.9929,5.3194,57.1989,2.0439,0.4933,54087.2,5.9358,0.00,55.18,1.2477,14.9307,426.96,0.9829,0.1763,7.1815,107.26,155.50,90291.6,777.9,13273.8,1.2686,17128.8,316.65,12736.0,4157.0,187.74
JAM048,UNAS,SP.1.2A.CB(154),MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,Kingston,Saint Peters Church,Saint Peters Church,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Slipped and Burnish,,,,,,Ethnographic,,Historic,,,,,JAM-2,JAM048,HLL2,11/21/2004,HAM2-S,11/12/2004,13.0841,16.4468,0.2556,12.0213,3.0792,1.4966,1.5183,38.1835,12.4237,87.0415,2.0720,0.7627,49992.5,5.6045,38.63,59.95,1.2316,16.9215,328.27,1.0018,0.4769,7.5826,120.65,159.11,101128.5,1056.3,9803.8,2.3575,19276.9,441.56,14191.8,4497.8,179.99
JAM049,JAM22,,MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,St. Catherine,Munchie,Munchie,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Slipped and Burnish,,,,,,Ethnographic,,Historic,,,,,outlier,JAM049,HLL2,11/21/2004,HAM2-S,11/12/2004,4.1861,13.0761,0.1979,9.8336,1.9495,1.9645,1.1238,22.9314,8.3568,37.2807,2.2541,0.5271,36151.5,6.7919,0.00,77.78,0.6218,14.3326,259.80,0.7028,0.4141,5.7641,88.07,192.90,83441.2,822.1,107.6,1.4176,19165.1,460.18,9521.8,3864.7,116.50
JAM050,JAM22,,MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,St. Catherine,Munchie,Munchie,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,yabba,Slipped and Burnish,,,,,,Ethnographic,,Historic,,,,,JAM-2,JAM050,HLL2,11/21/2004,HAM2-S,11/12/2004,5.5531,11.6965,0.1922,9.0337,1.8637,1.7543,1.1355,20.6454,7.4308,37.4411,2.1622,0.4884,35954.4,7.4975,0.00,77.94,0.7391,13.5896,198.36,0.7187,0.3441,5.7416,88.34,189.71,84118.5,738.0,6337.1,1.6263,21218.7,444.29,10655.9,3693.3,123.17
JAM051,JAM22,,MURR (SRM-1633a),"Hauser, Mark",Northwestern University,,Caribbean,Jamaica,St. Catherine,Munchie,Munchie,18.0000,-77.0000,18P,0,0,ceramic,,Domestic Coil,,,,,,,,,,,,,,,JAM-2,JAM051,HLL2,11/21/2004,HAM2-S,11/12/2004,3.4110,10.0811,0.1765,5.9249,1.5571,1.8824,0.8691,17.9158,7.1597,38.1974,2.1201,0.4513,35216.7,6.9265,0.00,82.10,0.6245,12.2081,256.21,0.6936,0.1958,5.4312,75.62,165.63,84180.4,1045.5,6278.1,0.9487,22703.5,405.29,10447.0,3806.1,115.24
JAM101,JAM22,1212-004D-DRS--00039,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,n/a,100 to 200 YBP,Yes,n/a,n/a,n/a,JAM101,OMB1,10/13/2013,ODT1-S,10/10/2013,4.0984,12.4754,0.2010,9.8815,2.3059,1.8979,1.1636,20.3275,6.0402,29.0034,1.7071,0.6161,37333.4,4.7264,0.00,66.56,0.6176,13.3068,325.00,0.6597,0.2376,4.6672,80.10,117.44,85123.7,1492.6,10848.6,1.4506,25624.1,302.10,15992.6,5167.7,123.79
JAM102,JAM22,1212-004D-DRS--00040,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,Slip,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,n/a,100 to 200 YBP,Yes,,,,JAM102,OMB1,10/13/2013,ODT1-S,10/10/2013,6.1247,10.2366,0.1906,7.1594,1.5329,1.6844,1.0348,18.2205,8.6516,39.4738,1.6307,0.4106,43359.1,7.4641,0.00,55.73,0.6315,13.3238,193.22,0.8399,0.1703,5.9858,99.69,180.53,84365.6,1114.8,7447.5,1.4096,23083.0,630.35,9901.5,5899.4,143.11
JAM103,JAM22,1212-005D-DRS--00052,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,n/a,100 to 200 YBP,Yes,,,,JAM103,OMB1,10/13/2013,ODT1-S,10/10/2013,5.5348,13.8331,0.2038,11.4168,2.2841,1.4483,1.1590,22.7195,6.1131,37.2150,1.8763,0.5925,46768.2,5.3112,0.00,58.38,0.6826,13.6796,270.96,0.8527,0.2234,6.4494,84.87,114.94,90956.9,1648.4,10688.7,1.4857,18739.4,369.13,14598.8,5544.7,160.85
JAM104,JAM22,1212-005D-DRS--00054,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,Slip,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,n/a,100 to 200 YBP,Yes,,,,JAM104,OMB1,10/13/2013,ODT1-S,10/10/2013,6.3370,9.6336,0.1660,6.4870,1.5220,1.4777,0.9323,16.1039,5.8906,37.6499,1.6918,0.3993,43550.7,7.2668,0.00,56.45,0.6557,13.1949,221.79,0.8288,0.1824,6.1644,79.71,155.00,85476.9,1066.5,6666.9,1.3840,20973.4,335.35,9977.2,5604.8,157.28
JAM105,JAM21,1212-1-B-07-DRS--00010,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM105,OMB1,10/13/2013,ODT1-S,10/10/2013,11.1766,14.8512,0.2140,11.3020,2.6100,1.1632,1.3092,26.5481,10.6504,41.1986,1.8114,0.7618,48018.2,4.0015,0.00,47.96,1.0383,16.1159,168.49,0.7309,0.3001,3.9463,70.87,98.51,100730.2,821.1,6108.0,1.9650,17320.2,275.32,23092.5,5262.6,140.24
JAM106,JAM22,1212-1-B-12-DRS--00034,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM106,OMB1,10/13/2013,ODT1-S,10/10/2013,5.9665,13.9874,0.2167,10.2959,2.5858,1.2699,1.2504,26.6559,8.9565,40.9850,1.8617,0.6661,46665.6,4.7728,40.47,54.01,0.7620,16.3234,341.80,0.7752,0.2223,5.8631,97.61,109.17,93433.1,1546.4,15676.1,1.7011,22323.1,459.57,15684.0,4908.2,145.72
JAM107,JAM21,1212-1-BKSIGHT-DRS--00057,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM107,OMB1,10/13/2013,ODT1-S,10/10/2013,9.8591,12.1605,0.1879,7.8929,2.1773,0.7552,1.1679,20.8182,11.3471,36.9030,1.6845,0.6153,44971.7,3.4144,0.00,40.51,0.9051,14.3307,194.97,0.5948,0.2280,3.4855,64.40,92.28,95448.4,1416.3,8863.0,1.7107,18336.8,363.38,21979.7,4254.4,143.87
JAM108,UNAS,1212-1-BKSIGHT-DRS--00062,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM108,OMB1,10/13/2013,ODT1-S,10/10/2013,5.2357,10.1911,0.1823,7.5158,1.9265,2.1979,1.0223,18.1671,6.1743,34.2710,1.6496,0.4775,49566.1,5.8270,0.00,50.30,0.6431,13.5569,291.63,0.8781,0.2136,10.6359,81.95,151.25,92020.1,1254.8,12396.5,1.1661,21806.0,427.51,15098.6,5698.8,171.68
JAM109,JAM15,1212-1-C-03-DRS--00037,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 8,Unidentifiable,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM109,OMB1,10/13/2013,ODT1-S,10/10/2013,15.2427,45.7399,0.5412,41.4057,8.7537,3.0542,3.7026,86.4317,16.5489,144.4799,9.0029,1.8271,53164.1,6.8864,40.90,129.39,0.7494,18.6971,78.91,1.3533,1.1573,11.8875,105.95,185.79,93367.1,380.2,6082.0,6.7217,29781.2,262.09,3380.6,6750.4,182.20
JAM110,JAM14,1212-1-C-08-DRS--00037,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 8,Unid: Utilitarian,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM110,OMB1,10/13/2013,ODT1-S,10/10/2013,10.6132,37.4677,0.4410,32.9894,6.8559,2.7320,2.7632,76.6831,20.2868,118.1920,8.7119,1.3938,46831.4,5.0373,70.28,129.13,1.2790,15.5934,95.72,1.0749,0.8413,11.3222,111.63,127.73,85309.8,501.4,27321.8,5.5343,32362.4,1224.06,5612.5,5093.4,103.62
JAM111,UNAS,1212-1-C-13-DRS--00046,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 2,Unid: Utilitarian,Slip,Slip,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM111,OMB1,10/13/2013,ODT1-S,10/10/2013,6.4128,20.5150,0.2338,14.6074,2.6132,1.4240,1.5035,28.0821,6.7888,79.9146,1.6921,0.6543,48704.4,6.5967,24.16,56.27,0.7962,15.2883,284.68,0.8515,0.3146,7.5254,86.20,165.55,92627.9,1519.7,14724.7,2.2057,20741.7,490.93,14231.4,5837.5,167.00
JAM112,JAM21,1212-1-C-13-DRS--00047,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 3,Unid: Utilitarian,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM112,OMB1,10/13/2013,ODT1-S,10/10/2013,8.6923,14.3705,0.2066,10.9128,2.5984,1.0361,1.2161,26.7640,14.3730,37.1684,1.5862,0.7794,43757.4,3.6414,0.00,46.79,1.0520,14.5037,206.96,0.6565,0.3126,3.5273,63.93,89.88,91641.3,1021.1,6393.4,1.8664,16023.5,519.52,24847.4,4506.8,115.82
JAM113,JAM21,1212-1-C-13-DRS--00049,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 3,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM113,OMB1,10/13/2013,ODT1-S,10/10/2013,7.9587,12.4771,0.1853,10.2747,2.2256,0.9382,1.2888,20.6227,9.8449,37.3673,2.0832,0.6103,46439.9,3.7541,0.00,53.55,1.0829,15.5981,192.69,0.6099,0.3239,3.6783,57.56,84.23,100881.0,657.9,6184.2,1.7239,19035.1,324.15,24325.5,4274.6,153.48
JAM114,JAM21,1212-1-C-14-DRS--00027,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM114,OMB1,10/13/2013,ODT1-S,10/10/2013,8.9856,13.8603,0.1967,12.8959,2.4342,1.0533,1.2733,24.0580,10.4541,34.7830,2.0021,0.7137,42820.1,3.5596,0.00,50.66,1.0799,14.4983,178.51,0.6189,0.2837,3.7170,65.25,87.76,99350.9,664.9,4908.8,1.5289,16084.8,379.65,27583.5,4380.2,110.85
JAM115,JAM21,1212-1-C-14-DRS--00030,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM115,OMB1,10/13/2013,ODT1-S,10/10/2013,9.7563,16.9299,0.2298,11.9645,2.9117,1.1114,1.3489,33.2020,17.4096,40.4192,1.8859,0.8436,44525.1,4.2699,0.00,52.66,0.9652,14.8220,171.96,0.7049,0.3592,3.9921,63.59,119.57,97453.9,646.3,7032.4,2.4751,20177.6,698.54,23133.2,5070.0,134.15
JAM116,JAM22,1212-1-C-14-DRS--00035,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM116,OMB1,10/13/2013,ODT1-S,10/10/2013,4.9974,12.4989,0.1621,6.9422,1.7366,1.7686,0.8926,21.2209,6.0218,30.8843,1.8975,0.4268,52025.3,6.7141,0.00,53.63,0.7549,12.8127,244.57,1.0558,0.1502,7.6185,75.43,139.90,91900.6,1246.7,11351.3,1.1468,21763.0,377.50,12293.5,5908.8,151.64
JAM117,JAM14,1212-1-D-03-DRS--00063,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 8,Unid: Utilitarian,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM117,OMB1,10/13/2013,ODT1-S,10/10/2013,11.9494,38.9098,0.4121,35.2039,6.9477,2.9431,2.7805,78.3844,18.9480,117.7395,9.3044,1.3916,47906.9,5.0003,71.82,134.84,1.2071,15.4455,126.19,1.1210,0.7919,11.3213,97.63,135.13,87810.2,503.0,35538.3,5.5380,33758.7,890.85,6034.5,5467.6,96.55
JAM118,JAM21,1212-1-D-06-DRS--00017,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM118,OMB1,10/13/2013,ODT1-S,10/10/2013,6.3585,13.3714,0.2088,10.4095,2.3227,0.8815,1.1164,23.1865,10.6945,34.7979,1.7745,0.6614,40513.4,3.6741,0.00,48.86,1.1443,12.7512,162.67,0.6500,0.2411,3.4642,53.52,104.17,96623.9,515.6,4687.7,2.1668,13430.1,349.16,26600.7,4958.0,99.51
JAM119,JAM22,1212-1-E-09-DRS--00020,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM119,OMB1,10/13/2013,ODT1-S,10/10/2013,5.7193,12.7245,0.2479,12.6618,2.1811,1.8505,1.0966,21.2231,6.8544,37.5929,1.6745,0.5190,46050.9,6.0684,0.00,53.40,0.6279,13.3272,326.95,0.9091,0.2282,5.5076,71.99,156.27,82881.8,1598.5,13495.9,1.5239,22386.5,503.74,17939.8,5070.2,152.82
JAM120,JAM22,1212-1-E-09-DRS--00021,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM120,OMB1,10/13/2013,ODT1-S,10/10/2013,5.4932,11.7509,0.2041,8.5579,2.0789,1.7213,1.1226,19.5673,7.0846,37.5455,1.6859,0.5179,46122.0,6.8743,0.00,52.38,0.6448,13.5088,286.60,0.8252,0.2683,5.6198,72.83,160.42,85759.1,1481.8,13107.0,1.3500,24446.6,516.02,17150.0,5448.7,164.24
JAM121,JAM22,1212-1-E-11-DRS--00021,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM121,OMB1,10/13/2013,ODT1-S,10/10/2013,4.3326,11.1045,0.2121,7.4883,1.9669,1.4080,1.1388,19.2390,6.3976,38.4258,1.4786,0.5483,39776.4,6.8071,0.00,55.18,0.5618,13.9441,288.85,0.6257,0.3850,4.8616,64.61,160.55,88245.1,1775.7,9164.8,1.6125,21878.3,266.03,13067.3,4426.3,137.66
